ITEM_CODE,ITEM_NAME_ENG,ITEM_STOCK,ITEM_STATUS_CODE,ITEM_STATUS_NAME,STOCK_TYPE_CODE,STOCK_TYPE_NAME,EXPIRE_DATE,BATCH_NO,TOTAL_BASE_PRICE,TOTAL_PHARMAIST_PRICE,TOTAL_COMMUNITY_PRICE,COMPANY_ENTITY_CODE,COMPANY_ENTITY_NAME,STORE_DEPT_CODE,STORE_DEPT_NAME,Year,Month
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,64.0,10,قابل للصرف,1,اساسى,2027-06-01,101519CB,17965.5168,19712.0,22400.0,60222,صيدلية كهرباء - المعادى,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,78.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,21895.4736,24024.0,27300.0,60105,صيدلية باب اللوق,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,90.0,10,قابل للصرف,1,اساسى,2027-04-01,101517CB,25264.008,27720.0,31500.0,60208,صيدلية مصر للسياحة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,473.19888,519.2,590.0,60215,صيدلية بنك الائتمان الزراعى - القاهرة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,3.0,10,قابل للصرف,1,اساسى,2026-01-03,101268,661.6764,726.0,825.0,60103,صيدلية اسعاف (24)  القاهرة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,5.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,1182.9972,1298.0,1475.0,4010103,فرع الحجاز,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,2365.9944,2596.0,2950.0,60260,صيدلية السويس للزيت (سوكو),6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,2365.9944,2596.0,2950.0,4020405,فرع باب شرق,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,2365.9944,2596.0,2950.0,4020101,فرع بورسعيد,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,2365.9944,2596.0,2950.0,4020406,فرع القباري,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,20.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,4731.9888,5192.0,5900.0,60121,صيدلية اسعاف (24) بورسعيد,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,38.0,10,قابل للصرف,1,اساسى,2026-02-01,101322,8990.77872,9864.8,11210.0,60119,صيدلية اسعاف (24) السويس,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,43.0,10,قابل للصرف,1,اساسى,2026-03-31,101340CB,10173.77592,11162.8,12685.0,60238,صيدلية الجمعية التعاونية للبترول - بمسطرد,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,60.0,10,قابل للصرف,1,اساسى,2026-02-01,101224CB,14195.9664,15576.0,17700.0,60230,صيدلية جامعة بنها,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,104.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,24606.34176,26998.4,30680.0,60208,صيدلية مصر للسياحة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,121.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,28628.53224,31411.6,35695.0,4010206,فرع رمسيس,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,150.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,35489.916,38940.0,44250.0,4010305,فرع جاردن سيتي,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,270.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,63881.8488,70092.0,79650.0,4010205,فرع العباسية,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,350.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,82809.804,90860.0,103250.0,60104,صيدلية اسعاف (24) مصطفى كامل,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,1.0,10,قابل للصرف,1,اساسى,2027-02-01,101379CB,304.77216,334.4,380.0,60258,صيدلية مصر للتامين الدقي,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,1.0,10,قابل للصرف,1,اساسى,2026-05-01,101291CB,304.77216,334.4,380.0,4010402,فرع ربيع الجيزى المنيل سابقا,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,3.0,10,قابل للصرف,1,اساسى,2026-05-01,101291CB,914.31648,1003.2,1140.0,60101,صيدلية اسعاف (24) شبرا,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,3.0,10,قابل للصرف,1,اساسى,2027-02-01,101379CB,914.31648,1003.2,1140.0,4020306,فرع عرابي,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,5.0,10,قابل للصرف,1,اساسى,2027-02-01,101379CB,1523.8608,1672.0,1900.0,4010205,فرع العباسية,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,5.0,10,قابل للصرف,1,اساسى,2025-03-01,101112,1122.8448,1232.0,1400.0,4020308,فرع اشمون,4,فروع,2025,1
80,GENGIGEL GEL THEETHIN 1 20 ML,4.0,10,قابل للصرف,1,اساسى,2026-04-01,2302B00,1035.91488,1161.6,1320.0,4020309,فرع شبين القناطر,4,فروع,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,7.0,10,قابل للصرف,1,اساسى,2026-05-01,KEY501,334.0463,366.52,416.5,60208,صيدلية مصر للسياحة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,0.199999999999996,10,قابل للصرف,1,اساسى,2026-12-05,101383CB,56.14223999999888,61.599999999998765,69.9999999999986,60128,صيدلية المجمع الطبى بالمعادى,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,280.7112,308.0,350.0,60113,صيدلية اسعاف (24) الاميرية,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,280.7112,308.0,350.0,60121,صيدلية اسعاف (24) بورسعيد,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,9.0,10,قابل للصرف,1,اساسى,2025-03-01,101178CB,1804.572,1980.0,2250.0,4020106,فرع بلقاس,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,10.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,2807.112,3080.0,3500.0,4020406,فرع القباري,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,12.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,3368.5344,3696.0,4200.0,4020407,فرع الرأس السوداء,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,18.0,10,قابل للصرف,1,اساسى,2027-07-01,101523CB,5052.8016,5544.0,6300.0,4010305,فرع جاردن سيتي,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,27.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,7579.2024,8316.0,9450.0,4010105,فرع الإسماعيلية,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,36.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,10105.6032,11088.0,12600.0,60201,صيدلية جامعة الازهر,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,100.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,28071.12,30800.0,35000.0,60201,صيدلية جامعة الازهر,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,210.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,58949.352,64680.0,73500.0,4010402,فرع ربيع الجيزى المنيل سابقا,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,236.59944,259.6,295.0,60229,صيدلية البنك المركزى - الجمهورية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,30,منتهى الصلاحية,1,اساسى,2024-03-25,100962,88.22352,96.8,110.0,4010203,فرع شبرا,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,473.19888,519.2,590.0,60136,صيدلية اسعاف (24) المنصورة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,473.19888,519.2,590.0,60260,صيدلية السويس للزيت (سوكو),6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2026-02-01,101224CB,473.19888,519.2,590.0,60265,صيدلية اسعاف (24) الزقازيق,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,8.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,1892.79552,2076.8,2360.0,60263,صيدلية جامعة عين شمس,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,12.0,10,قابل للصرف,1,اساسى,2026-01-30,101272,2646.7056,2904.0,3300.0,4030101,فرع الفيوم,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,16.0,10,قابل للصرف,1,اساسى,2026-03-10,101340CH,3785.59104,4153.6,4720.0,60201,صيدلية جامعة الازهر,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,18.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,4258.78992,4672.8,5310.0,4020408,فرع لوران,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,19.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,4495.38936,4932.4,5605.0,60120,صيدلية اسعاف (24) الاسماعيلية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,20.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,4731.9888,5192.0,5900.0,4020302,فرع طنطا,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,20.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,4731.9888,5192.0,5900.0,60118,صيدلية سعد زغلول اسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,24.0,10,قابل للصرف,1,اساسى,2026-02-01,101321,5678.38656,6230.4,7080.0,4030103,فرع بني سويف,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,30.0,10,قابل للصرف,1,اساسى,2026-03-31,101340CB,7097.9832,7788.0,8850.0,60215,صيدلية بنك الائتمان الزراعى - القاهرة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,30.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,7097.9832,7788.0,8850.0,4010102,فرع هليوبليس,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,39.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,9227.37816,10124.4,11505.0,4010105,فرع الإسماعيلية,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,102.0,10,قابل للصرف,1,اساسى,2026-02-01,101325CB,24133.14288,26479.2,30090.0,60216,صيدلية مطابع البنك نوت,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,199.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,47083.28856,51660.4,58705.0,60217,صيدلية كهرباء - السبتية,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,3.0,10,قابل للصرف,1,اساسى,2026-05-01,101291CB,914.31648,1003.2,1140.0,60221,صيدلية كهرباء - مدينة نصر,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,3.0,10,قابل للصرف,1,اساسى,2026-05-01,101292CB,914.31648,1003.2,1140.0,60228,صيدلية البنك المركزى - قصر النيل,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,4.0,10,قابل للصرف,1,اساسى,2027-02-01,101379CB,1219.08864,1337.6,1520.0,4030203,فرع سوهاج عمرة,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,5.0,10,قابل للصرف,1,اساسى,2025-03-20,101113CB,1122.8448,1232.0,1400.0,4020302,فرع طنطا,4,فروع,2025,1
21215,FORTIBONE 10 SACHET,60.0,10,قابل للصرف,1,اساسى,2027-02-01,101379CB,18286.3296,20064.0,22800.0,4010402,فرع ربيع الجيزى المنيل سابقا,4,فروع,2025,1
81,GENGIGEL MOUTH WASH 1 150 ML,10.0,10,قابل للصرف,1,اساسى,2026-10-01,2304D00,2746.744,3080.0,3500.0,4010101,فرع الزيتون,4,فروع,2025,1
79,GENGIGEL GEL 1 20 ML,1.0,10,قابل للصرف,2,بونص,2026-04-01,2302C00,0.0,0.0,0.0,60222,صيدلية كهرباء - المعادى,6,صيدليات,2025,1
79,GENGIGEL GEL 1 20 ML,2.0,10,قابل للصرف,1,اساسى,2027-06-01,2414D00,517.95744,580.8,660.0,60216,صيدلية مطابع البنك نوت,6,صيدليات,2025,1
80,GENGIGEL GEL THEETHIN 1 20 ML,7.0,10,قابل للصرف,1,اساسى,2026-04-01,2302B00,1812.85104,2032.8,2310.0,60260,صيدلية السويس للزيت (سوكو),6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,2.0,10,قابل للصرف,1,اساسى,2026-05-01,KEY501,95.4418,104.72,119.0,60119,صيدلية اسعاف (24) السويس,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,18.0,10,قابل للصرف,1,اساسى,2026-05-01,KEY501,858.9762,942.48,1071.0,60135,صيدلية 6 اكتوبر,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,0.899999999999999,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,252.64007999999973,277.1999999999997,314.99999999999966,60222,صيدلية كهرباء - المعادى,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,280.7112,308.0,350.0,4030301,فرع نجع حمادي,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2.0,10,قابل للصرف,1,اساسى,2027-06-01,101519CB,561.4224,616.0,700.0,60112,صيدلية دير الملاك,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,561.4224,616.0,700.0,60274,صيدلية مستشفى سموحه الجامعي,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,5.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,1403.556,1540.0,1750.0,4020102,فرع ميت غمر,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,9.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,2526.4008,2772.0,3150.0,4020408,فرع لوران,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,15.0,10,قابل للصرف,1,اساسى,2027-06-01,101522CB,4210.668,4620.0,5250.0,60121,صيدلية اسعاف (24) بورسعيد,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,15.0,10,قابل للصرف,1,اساسى,2027-01-01,101387,4210.668,4620.0,5250.0,4030101,فرع الفيوم,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,15.0,10,قابل للصرف,1,اساسى,2026-04-01,101257,3548.9916,3894.0,4425.0,60267,صيدلية المصنع الألومنيوم الجديدة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,18.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,5052.8016,5544.0,6300.0,4010401,فرع المهندسين,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,21.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,5894.9352,6468.0,7350.0,4020203,فرع دمنهور,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,32.0,10,قابل للصرف,1,اساسى,2027-06-01,101519CB,8982.7584,9856.0,11200.0,60105,صيدلية باب اللوق,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,51.0,10,قابل للصرف,1,اساسى,2027-03-01,101513CB,14316.2712,15708.0,17850.0,60263,صيدلية جامعة عين شمس,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,80.0,10,قابل للصرف,1,اساسى,2027-01-05,101384CB,22456.896,24640.0,28000.0,4030304,فرع اسوان,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,236.59944,259.6,295.0,60231,صيدلية بنك القاهرة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,1.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,236.59944,259.6,295.0,60251,صيدلية المقاولون العرب اسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,2.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,473.19888,519.2,590.0,4020405,فرع باب شرق,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,3.0,10,قابل للصرف,1,اساسى,2026-02-01,101224CB,709.79832,778.8,885.0,60259,صيدلية اسعاف (24) دمياط,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,3.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,709.79832,778.8,885.0,60117,صيدلية الحرية اسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,4.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,946.39776,1038.4,1180.0,60105,صيدلية باب اللوق,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,4.0,10,قابل للصرف,1,اساسى,2026-01-30,101272,882.2352,968.0,1100.0,60127,صيدلية اسعاف (24) الفيوم,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,5.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,1182.9972,1298.0,1475.0,4020407,فرع الرأس السوداء,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,5.0,10,قابل للصرف,1,اساسى,2026-01-01,101271,1102.794,1210.0,1375.0,60124,صيدلية اسعاف (24) دمنهور,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,5.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,1182.9972,1298.0,1475.0,4020303,فرع المحله الكبرى,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,5.0,10,قابل للصرف,1,اساسى,2026-02-01,101224CB,1182.9972,1298.0,1475.0,60122,صيدلية اسعاف (24) المحلة,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,6.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,1419.59664,1557.6,1770.0,4010103,فرع الحجاز,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,6.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,1419.59664,1557.6,1770.0,60135,صيدلية 6 اكتوبر,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,8.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,1892.79552,2076.8,2360.0,60114,صيدلية القصر العينى,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,9.0,10,قابل للصرف,1,اساسى,2025-10-01,101262,1985.0292,2178.0,2475.0,60137,صيدلية اسعاف (24) أسيوط,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-01-30,101272,2205.588,2420.0,2750.0,60230,صيدلية جامعة بنها,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,10.0,10,قابل للصرف,1,اساسى,2026-07-01,101345CB,2365.9944,2596.0,2950.0,60260,صيدلية السويس للزيت (سوكو),6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,11.0,10,قابل للصرف,1,اساسى,2026-02-01,101325CB,2602.59384,2855.6,3245.0,60263,صيدلية جامعة عين شمس,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,11.0,10,قابل للصرف,1,اساسى,2026-03-01,101341CB,2602.59384,2855.6,3245.0,60121,صيدلية اسعاف (24) بورسعيد,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,15.0,10,قابل للصرف,1,اساسى,2026-02-01,101224CB,3548.9916,3894.0,4425.0,4020309,فرع شبين القناطر,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,20.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,4731.9888,5192.0,5900.0,202,مستودع الاسكندرية الاقليمى,2,مستودعات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,21.0,10,قابل للصرف,1,اساسى,2026-03-10,101340CH,4968.58824,5451.6,6195.0,60264,صيدلية البتروكيماويات الاسكندرية,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,25.0,10,قابل للصرف,1,اساسى,2026-02-01,101325CB,5914.986,6490.0,7375.0,60259,صيدلية اسعاف (24) دمياط,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,26.0,10,قابل للصرف,1,اساسى,2026-01-30,101272,5734.5288,6292.0,7150.0,60123,صيدلية اسعاف (24) كفر الشيخ,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,28.0,10,قابل للصرف,1,اساسى,2025-12-01,101264,6175.6464,6776.0,7700.0,4030204,فرع سوهاج محطة,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,40.0,10,قابل للصرف,1,اساسى,2026-03-02,101339CB,9463.9776,10384.0,11800.0,503,مركز تموين مستشفيات الخاصة القاهرة,5,مراكز تموين,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,46.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,10883.57424,11941.6,13570.0,4010303,فرع حلوان,4,فروع,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,60.0,10,قابل للصرف,1,اساسى,2026-07-01,101344CB,14195.9664,15576.0,17700.0,60256,صيدلية جامعة الازهر - اسيوط,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,70.0,10,قابل للصرف,1,اساسى,2026-04-01,101343CB,16561.9608,18172.0,20650.0,60201,صيدلية جامعة الازهر,6,صيدليات,2025,1
9546,CH-ALPHA SACHETS POWD 10 10.4 G,144.0,10,قابل للصرف,1,اساسى,2026-03-31,101342CB,34070.31936,37382.4,42480.0,60101,صيدلية اسعاف (24) شبرا,6,صيدليات,2025,1
14324,NEOPTIDE SPRAY. 3*30 ML,6.0,10,قابل للصرف,1,اساسى,2028-01-01,54201,4584.9,4584.9,5394.0,60222,صيدلية كهرباء - المعادى,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,6.0,10,قابل للصرف,1,اساسى,2026-05-01,101291CB,1828.63296,2006.4,2280.0,60128,صيدلية المجمع الطبى بالمعادى,6,صيدليات,2025,1
21215,FORTIBONE 10 SACHET,9.0,10,قابل للصرف,1,اساسى,2026-05-01,101292CB,2742.94944,3009.6,3420.0,4020408,فرع لوران,4,فروع,2025,1
81,GENGIGEL MOUTH WASH 1 150 ML,5.0,10,قابل للصرف,1,اساسى,2026-10-01,2304D00,1373.372,1540.0,1750.0,4010203,فرع شبرا,4,فروع,2025,1
81,GENGIGEL MOUTH WASH 1 150 ML,5.0,10,قابل للصرف,1,اساسى,2026-10-01,2304D00,1373.372,1540.0,1750.0,4020301,فرع بنها,4,فروع,2025,1
79,GENGIGEL GEL 1 20 ML,21.0,10,قابل للصرف,1,اساسى,2027-06-01,2414D00,5438.55312,6098.4,6930.0,4010402,فرع ربيع الجيزى المنيل سابقا,4,فروع,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,2.571428571428572,10,قابل للصرف,1,اساسى,2026-04-01,KEY401,122.71088571428574,134.64000000000004,153.00000000000003,60258,صيدلية مصر للتامين الدقي,6,صيدليات,2025,1
9209,KEFEN TECH PLAST.10X7CM 50 MG 7,7.0,10,قابل للصرف,1,اساسى,2026-05-01,KEY501,334.0463,366.52,416.5,60133,صيدلية اسعاف (24) الاقصر,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,280.7112,308.0,350.0,60276,صيدلية اسعاف (24)  الغردقة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,561.4224,616.0,700.0,4020103,فرع المنصورة,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,2.0,10,قابل للصرف,1,اساسى,2027-04-01,101517CB,561.4224,616.0,700.0,60124,صيدلية اسعاف (24) دمنهور,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,3.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,842.1336,924.0,1050.0,4020303,فرع المحله الكبرى,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,6.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,1684.2672,1848.0,2100.0,4020302,فرع طنطا,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,8.0,10,قابل للصرف,1,اساسى,2027-04-01,101515CB,2245.6896,2464.0,2800.0,60216,صيدلية مطابع البنك نوت,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,10.0,10,قابل للصرف,1,اساسى,2027-06-01,101520CB,2807.112,3080.0,3500.0,60255,صيدلية جامعة قنا,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,11.0,10,قابل للصرف,1,اساسى,2027-04-01,101517CB,3087.8232,3388.0,3850.0,4020204,فرع الجامعة,4,فروع,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,12.0,10,قابل للصرف,1,اساسى,2027-04-01,101516CB,3368.5344,3696.0,4200.0,60103,صيدلية اسعاف (24)  القاهرة,6,صيدليات,2025,1
9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,12.0,10,قابل للصرف,1,اساسى,2027-02-01,101506CB,3368.5344,3696.0,4200.0,4020405,فرع باب شرق,4,فروع,2025,1
