TRANS_SERIAL,CARD_DATE,ITEM_CODE,ITEM_NAME_ENG,STOCK_TYPE_CODE,SUPPLIER_CODE,TO_COMPANY_ENTITY_CODE,TO_COMPANY_ENTITY_NAME,FROM_COMPANY_ENTITY_CODE,FROM_COMPANY_ENTITY_NAME,GOV_NAME,SALES_QTY,RETURN_QTY,EXPIRE_DATE,BATCH_NO,VALUE,sheet src,Year,Month
2369683,2025-02-06 13:46:51,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60109,صيدلية الزمالك,4010302,فرع شريف,0,50,0,2026-07-01,101345CB,12980.0,Tr,2025,2
2369666,2025-02-06 13:35:34,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60107,صيدلية طلعت حرب,4010206,فرع رمسيس,0,30,0,2026-07-01,101345CB,7788.0,Tr,2025,2
2385403,2025-02-17 11:11:28,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60220,صيدلية كهرباء - الحلمية,4010203,فرع شبرا,0,100,0,2027-07-01,101524CB,30800.0,Tr,2025,2
2377956,2025-02-12 10:19:12,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60250,صيدلية كهرباء - دمنهور,4020203,فرع دمنهور,0,3,0,2027-04-01,101515CB,924.0,Tr,2025,2
2385360,2025-02-17 14:01:02,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60135,صيدلية 6 اكتوبر,4010206,فرع رمسيس,0,11,0,2027-07-01,101523CB,3388.0,Tr,2025,2
2363356,2025-02-02 13:59:03,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60113,صيدلية اسعاف (24) الاميرية,4010206,فرع رمسيس,0,3,0,2026-07-01,101345CB,778.8,Tr,2025,2
2366255,2025-02-04 12:05:49,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60112,صيدلية دير الملاك,4010205,فرع العباسية,0,25,0,2026-07-01,101344CB,6490.0,Tr,2025,2
2371653,2025-02-08 16:33:42,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60106,صيدلية الاوبرا,4010302,فرع شريف,0,15,0,2027-07-01,101524CB,4620.0,Tr,2025,2
2373394,2025-02-09 15:54:40,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60238,صيدلية الجمعية التعاونية للبترول - بمسطرد,4010101,فرع الزيتون,0,50,0,2027-06-01,101522CB,15400.0,Tr,2025,2
2370671,2025-02-08 10:42:34,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60109,صيدلية الزمالك,4010401,فرع المهندسين,0,10,0,2026-07-01,101345CB,2596.0,Tr,2025,2
2397915,2025-02-25 13:14:53,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60252,صيدلية جامعة المنيا,4030105,فرع المنيا الجديد,0,5,0,2027-07-01,101524CB,1540.0,Tr,2025,2
2397915,2025-02-25 13:14:53,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60252,صيدلية جامعة المنيا,4030105,فرع المنيا الجديد,0,5,0,2026-07-01,101345CB,1298.0,Tr,2025,2
2396463,2025-02-24 13:01:03,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60119,صيدلية اسعاف (24) السويس,4010104,فرع السويس,0,50,0,2026-07-01,101346CB,12980.0,Tr,2025,2
2371653,2025-02-08 16:33:42,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60106,صيدلية الاوبرا,4010302,فرع شريف,0,15,0,2026-07-01,101345CB,3894.0,Tr,2025,2
2378275,2025-02-12 11:01:24,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60208,صيدلية مصر للسياحة,4010205,فرع العباسية,0,175,0,2026-07-01,101344CB,45430.0,Tr,2025,2
2378275,2025-02-12 11:01:24,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60208,صيدلية مصر للسياحة,4010205,فرع العباسية,0,25,0,2026-07-01,101345CB,6490.0,Tr,2025,2
2385399,2025-02-17 11:45:39,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60260,صيدلية السويس للزيت (سوكو),4010401,فرع المهندسين,0,90,0,2027-07-01,101523CB,27720.0,Tr,2025,2
2385399,2025-02-17 11:45:39,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60260,صيدلية السويس للزيت (سوكو),4010401,فرع المهندسين,0,60,0,2026-07-01,101345CB,15576.0,Tr,2025,2
2371772,2025-02-09 09:42:05,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60121,صيدلية اسعاف (24) بورسعيد,101,المستودع الرئيسي,0,90,0,2027-07-01,101524CB,27720.0,Tr,2025,2
2395966,2025-02-25 09:44:15,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60120,صيدلية اسعاف (24) الاسماعيلية,4010105,فرع الإسماعيلية,0,20,0,2027-07-01,101524CB,6160.0,Tr,2025,2
2370703,2025-02-08 10:42:29,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60109,صيدلية الزمالك,4010401,فرع المهندسين,0,20,0,2027-07-01,101523CB,6160.0,Tr,2025,2
2370703,2025-02-08 10:42:29,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,60109,صيدلية الزمالك,4010401,فرع المهندسين,0,20,0,2026-07-01,101345CB,5192.0,Tr,2025,2
2387912,2025-02-20 10:59:37,79,GENGIGEL GEL 1 20 ML,1,2185,60229,صيدلية البنك المركزى - الجمهورية,4010203,فرع شبرا,0,4,0,2027-09-01,2403C00,1161.6,Tr,2025,2
2389425,2025-02-19 12:14:04,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60229,صيدلية البنك المركزى - الجمهورية,4010205,فرع العباسية,0,60,0,2027-07-01,101524CB,18480.0,Tr,2025,2
2364360,2025-02-04 10:03:15,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60120,صيدلية اسعاف (24) الاسماعيلية,4010105,فرع الإسماعيلية,0,20,0,2027-06-01,101522CB,6160.0,Tr,2025,2
2398940,2025-02-26 15:45:18,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,60220,صيدلية كهرباء - الحلمية,4010103,فرع الحجاز,0,50,0,2027-07-01,101524CB,15400.0,Tr,2025,2
419950,2025-02-12 15:22:30,9546,CH-ALPHA SACHETS POWD 10 10.4 G,1,2185,4010305,فرع جاردن سيتي,60260,صيدلية السويس للزيت (سوكو),0,0,-3,2026-07-01,101345CB,-778.8,Tr_Rt,2025,2
418304,2025-02-03 11:38:54,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,4010206,فرع رمسيس,60228,صيدلية البنك المركزى - قصر النيل,0,0,-121,2027-07-01,101523CB,-37268.0,Tr_Rt,2025,2
420193,2025-02-15 09:23:31,9545,CH-ALPHA SACH.PO.PLUS 10 6.10 G,1,2185,4020203,فرع دمنهور,60250,صيدلية كهرباء - دمنهور,0,0,-3,2027-04-01,101515CB,-924.0,Tr_Rt,2025,2
