Date,Supp. Code,Supp. Name,Item Code,Item Name,Brick,Governorate Name,Territory Name,Brick Name,QTY,FU,Total Qty,Year,Month
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,10701.0,القاهرة             ,CAIRO E II ELALAG                       ,AIN SHAMS EAST                          ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,94101.0,دمياط               ,DOMIAT DOMIAT                           ,DOMIAT                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,114503.0,العاشر من رمضان     ,SHARKIA II 10TH RAMADAN CITY            ,EL 10 OF RAMADAN                        ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,41802.0,حلوان               ,HELWAN TEBBIN                           ,CAIRO ( HELWAN )                        ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620175.0,GENGIGEL GEL ADULT 20ML(OLD PRICE)                          ,73501.0,المحله الكبري       ,GHARBIA II ELMAHALA ELKOBRA             ,EL MAHALA EL KOBRA                      ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,125202.0,الحضره              ,ALEX W I MOHARAM BECK                   ,MOHARAM BEIK- EL ANFOSHI                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,94102.0,فارسكور             ,DOMIAT FARASKOUR                        ,FARASKOR - ELZARKA                      ,-2,0,-2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83802.0,الدقهلية            ,DAKAHLIA II ELSENBELAWEEN               ,EL SENBELAWIN                           ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145401.0,شرنوب - دمنهور      ,BEHERA I DAMANHOUR                      ,EL-BEHEIRA                              ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,22501.0,امبابه              ,IMBABA I IMBABA                         ,GIZA ( IMBABA )                         ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,276803.0,الغردقه             ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,276803.0,سفاجا               ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,83701.0,المنصوره            ,DAKAHLIA I TALKHA                       ,EL MANSOURA                             ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,266801.0,قفط                 ,QENA I /RED SEA QUENA CITY I            ,MARAKEZ QENA BAHARY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,124901.0,فلمنج               ,ALEX E III FLEMING                      ,LORAN - GELEM- BAKOUS                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,22201.0,الدقي               ,GIZA III DOKKI                          ,DOKY                                    ,-7,0,-7,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,226301.0,المنيا              ,EL MENYA II ELMENYA CITY I              , ELMENIA City                           ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,القاهره الجديده     ,NASR CITY NASR CITY                     ,NASR CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10202.0,القاهره الجديده     ,HELPS II ALMAZA                         ,ARD ELGOLF                              ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,41802.0,مدينه 15 مايو       ,HELWAN 15TH OF MAY                      ,CAIRO ( HELWAN )                        ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,53002.0,طنان                ,NASR CITY NASR CITY                     ,SHEBEN  ELKANATER                       ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,256601.0,طهطا                ,SOHAG I TAHTA                           ,MARAKEZ SOHAG BAHARY                    ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,83701.0,المنصوره            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,53101.0,شبين الكوم          ,MENOFIA SHEBIN ELKOM                    ,SHEBIN ELKOM                            ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,145601.0,شبراخيت             ,BEHERA III SHOBRAKHEET                  ,SHOBRA KHET -  ETAY ELBAROD             ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83901.0,دكرنس               ,DAKAHLIA III DEKERNES                   ,DEKERNES                                ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,256601.0,اخميم - عرب الاطاوله,SOHAG I AKHMIM                          ,MARAKEZ SOHAG BAHARY                    ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,125001.0,محطه الرمل          ,ALEX CNTR I ELATAREEN                   ,MAHATET EL RAML- ELAZARETA              ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,287001.0,ادفو                ,ASWAN EDFO                              ,MARAKEZ ASWAN                           ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,114501.0,بلبيس               ,SHARKIA II BELBESS                      ,MENIA EL KAMH - BELBES                  ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10602.0,المرج               ,CAIRO E II ELMARG                       ,CAIRO ( EL SALAM )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,256602.0,سوهاج               ,SOHAG I SOHAG CITY I                    ,SOHAG CITY                              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,القاهره الجديده     ,NASR CITY NASR CITY                     ,NASR CITY                               ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,256601.0,طهطا                ,SOHAG I TAHTA                           ,MARAKEZ SOHAG BAHARY                    ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,185702.0,العريش              ,PORT SAID /N SINAI NORTH SINAI          ,EL ARISH                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,41802.0,حلوان               ,HELWAN HELWAN                           ,CAIRO ( HELWAN )                        ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,124702.0,العصافره بحري       ,ALEX E I ELASAFRA                       ,EL ASAFRA -ELMANDARA                    ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,266801.0,دشنا                ,QENA II ESNA                            ,MARAKEZ QENA BAHARY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32702.0,6 اكتوبر            ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,226201.0,بني مزار            ,EL MENYA I BANI MAZAR                   ,MARAKEZ ELMENIA BAHARY                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,22201.0,الدقي               ,GIZA III DOKKI                          ,DOKY                                    ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,145503.0,ادكو                ,BEHERA II RASHID                        ,EL MAHMODIA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,276803.0,الغردقه - السقاله   ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,125302.0,الهانوفيل           ,ALEX W II /MTRH EL HANOVIL              ,ELDEKHILA - EL AGAMY                    ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,276803.0,سفاجا               ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,22301.0,الجيزة              ,GIZA IV ZAMALEK                         ,ZAMALEK                                 ,4,0,4,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,185702.0,العريش              ,PORT SAID /N SINAI NORTH SINAI          ,EL ARISH                                ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,11701.0,المعادي             ,MAADI MAADI                             ,MAADI                                   ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,41802.0,مدينه 15 مايو       ,HELWAN 15TH OF MAY                      ,CAIRO ( HELWAN )                        ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,276803.0,البحر الأحمر        ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,41801.0,المعادي             ,HELWAN TORAH ELASMANT                   ,EL MAASARA - HADAYEK HELWAN             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,83701.0,الدقهلية            ,DAKAHLIA I ELMANSOURA                   ,EL MANSOURA                             ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,11301.0,باب اللوق           ,CAIRO CNTR EMAD ELDIN ST                ,RAMSIS SQ - ABDEEN                      ,50,0,50,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,276803.0,الغردقه             ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,11702.0,القاهرة             ,MAADI NEW MAADI                         ,NEW MADI                                ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,32702.0,الشيخ زايد          ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,266802.0,قنا                 ,QENA I /RED SEA QUENA CITY I            ,QENA CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,104301.0,دسوق                ,KAFR ELSHEIKH II DESOUK                 ,DESOK                                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32702.0,الجيزة              ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,32801.0,الجيزة              ,EL HARAM ELHARAM                        ,GIZA (OSIEM)                            ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,256701.0,البلينا             ,SOHAG II ELBALYANA                      ,MARAKEZ SOHAG KEBLY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,125101.0,الابراهيميه         ,ALEX CNTR II IBRAHIMEIA                 ,SEDI GABER - SPORTING - ROSHDY          ,80,0,80,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,619237.0,KEFEN TECH 7 PLASTER                                        ,216103.0,الفشن               ,BANI SUEF ELFASHN                       ,MARAKEZ BANY SEWIF KEBLY                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,135303.0,برج العرب           ,ALEX W II /MTRH EL AAMRIA               ,MATROUH                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,125201.0,الاسكندرية          ,ALEX W I RAS ELTEEN                     ,EL MANSHIA - BAHARY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,11601.0,المقطم              ,CAIRO S III ELMOKATTAM                  ,EL MOKATAM - MANSHIT NASER              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,276803.0,البحر الأحمر        ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,276803.0,راس غارب            ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,135303.0,مرسي مطروح          ,ALEX W II /MTRH MARSA MATROUH           ,MATROUH                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583388.0,GENGIGEL MOUTH RINSE 150ML(OLD PRICE)                       ,165801.0,الشيخ زايد          ,ISMAELIA ISMAELIA                       ,ISMAELIA                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,73401.0,طنطا                ,GHARBIA  TANTA                          ,ZEFTA                                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10301.0,مصر الجديده         ,HELPS III HELIOPOLIS SQ/ST              ,EL KOLIA EL HARBIA                      ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,11702.0,دار السلام          ,MAADI ELBASATIN                         ,NEW MADI                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10701.0,القاهرة             ,CAIRO E II ELALAG                       ,AIN SHAMS EAST                          ,70,0,70,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10602.0,مدينه السلام        ,CAIRO E II MADINET ELSALAM              ,CAIRO ( EL SALAM )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10602.0,مدينه العبور        ,CAIRO E II EZBET ELBAGOR                ,CAIRO ( EL SALAM )                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,114602.0,الصالحيه الجديده    ,SHARKEIA III FAKOUS                     ,FAKOUS                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,104201.0,كفر الشيخ           ,KAFR ELSHEIKH I KAFR ELSHEIKH           ,KAFR ELSHEKH                            ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10401.0,القاهره الجديده     ,HELPS II ALMAZA                         ,NASR CITY                               ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,124902.0,السيوف شماعه        ,ALEX E III ELSIUF                       ,EL AWAYID - JANKLIS                     ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,226201.0,مطاي                ,EL MENYA I MATAI                        ,MARAKEZ ELMENIA BAHARY                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,22803.0,الجيزة              ,EL HARAM OMRANIA                        ,EL OMRANIA                              ,40,0,40,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,10401.0,القاهرة             ,MAADI HADAIK ELMAADI                    ,NASR CITY                               ,6,0,6,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,114401.0,الزقازيق            ,SHARKIA I ZAKAZIK                       ,ZAGAZIK                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10401.0,القاهرة             ,NASR CITY NASR CITY                     ,NASR CITY                               ,7,0,7,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10202.0,القاهرة             ,HELPS II ARD ELGOLF                     ,ARD ELGOLF                              ,7,0,7,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,11702.0,القاهرة             ,MAADI ELKATTAMEYA                       ,NEW MADI                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145501.0,النوباريه الجديده   ,BEHERA II ABOU ELMATAMEER               ,HOSH ESSA - ABO ELMATAMIR               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,125201.0,الورديان            ,ALEX W II /MTRH MENA ELBASAL            ,EL MANSHIA - BAHARY                     ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,125001.0,محطه الرمل          ,ALEX CNTR I ELRAML STATION              ,MAHATET EL RAML- ELAZARETA              ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,145401.0,شبرا - دمنهور       ,BEHERA I DAMANHOUR                      ,EL-BEHEIRA                              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,145602.0,الدلنجات            ,BEHERA III DELENGAT                     ,DELENGAT - KOM HAMADA                   ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,73603.0,زفتي                ,GHARBIA III ZEFTA                       ,ZEFTA                                   ,-1,0,-1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,124801.0,فيكتوريا            ,ALEX E III VICTORIA                     ,MIAMI - SEDI BESHR                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,145501.0,ابو المطامير        ,BEHERA II ABOU ELMATAMEER               ,HOSH ESSA - ABO ELMATAMIR               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10502.0,سراي القبه          ,CAIRO E I HADAEK ELZEITOUN              ,EL ZAYTON                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,175901.0,السويس              ,SUEZ /S SINAI  SUES                     ,EL SEWIS                                ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,83701.0,المنصوره            ,DAKAHLIA I TALKHA                       ,EL MANSOURA                             ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,125001.0,محطه الرمل          ,ALEX CNTR I ELRAML STATION              ,MAHATET EL RAML- ELAZARETA              ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83901.0,دكرنس               ,DAKAHLIA III DEKERNES                   ,DEKERNES                                ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,10401.0,مدينه نصر           ,NASR CITY NASR CITY                     ,NASR CITY                               ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,145503.0,رشيد                ,BEHERA II RASHID                        ,EL MAHMODIA                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,236502.0, اسيوط              ,FAISAL 6TH OF OCTOBER CITY              ,MARAKEZ ASUT KEBLY                      ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,124901.0,الاسكندرية          ,ALEX E III FLEMING                      ,LORAN - GELEM- BAKOUS                   ,1000,0,1000,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,32702.0,6 اكتوبر            ,FAISAL 6TH OF OCTOBER CITY              ,GIZA ( 6 OCTOBER )                      ,100,0,100,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,591469.0,CH ALPHA PLUS 10 SACHETS                                    ,10401.0,القاهره الجديده     ,HELPS II ALMAZA                         ,NASR CITY                               ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83702.0,ميت عنتر - طلخا     ,DAKAHLIA I TALKHA                       ,TALKHA                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,11103.0,القاهرة             ,CAIRO W II ELSAHEL                      ,SHOBRA MISR ( ELSAHEL)                  ,2,0,2,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,83902.0,المنزله             ,DAKAHLIA III ELGAMALIA                  ,MARAKEZ EL KHAT EL FARANSAWI            ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620176.0,GENGIGEL GEL TEETHING 20ML                                  ,10601.0,عين شمس             ,CAIRO E II AIN SHAMS WEST               ,EL MATARIA - AIN SHAMS                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,22201.0,الجيزة              ,GIZA III DOKKI                          ,DOKY                                    ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,94101.0,السنانيه            ,DOMIAT DOMIAT                           ,DOMIAT                                  ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,124901.0,الاسكندرية          ,ALEX CNTR II BAB SHARK                  ,LORAN - GELEM- BAKOUS                   ,3,0,3,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,83901.0,منيه النصر          ,DAKAHLIA III MENIET ELNASR              ,DEKERNES                                ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,مدينه الرحاب        ,NASR CITY NASR CITY                     ,NASR CITY                               ,5,0,5,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,236501.0,اسيوط               ,ASSIUT II ASSIUT CITY WEST              ,ASSIUT CITY                             ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,620174.0,GENGIGEL MOUTH RINSE 150ML                                  ,22301.0,الزمالك             ,GIZA IV ZAMALEK                         ,ZAMALEK                                 ,4,0,4,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,124801.0,سيدي بشر            ,ALEX E II SIDI BESHR                    ,MIAMI - SEDI BESHR                      ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,575054.0,CH ALPHA 10 SACH                                            ,276803.0,راس غارب            ,QENA I /RED SEA RED SEA                 ,RED SEA                                 ,1,0,1,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,583152.0,GENGIGEL GEL ADULT 20ML                                     ,10401.0,التجمع الخامس       ,NASR CITY NASR CITY                     ,NASR CITY                               ,10,0,10,2025,1
2025/01/31,110192.0,BIOTECH PHARMA                      ,606713.0,FORTIBONE 10 SACHETS                                        ,125101.0,سموحه               ,ALEX CNTR II SMOHA                      ,SEDI GABER - SPORTING - ROSHDY          ,10,0,10,2025,1
